country,year,sex,age,suicides,population, gdp,generation
United Kingdom,1986,female,35-54 years,424,6933075,"601,452,653,181",Silent
United Kingdom,1986,female,25-34 years,161,3980652,"601,452,653,181",Boomers
United Kingdom,1986,female,15-24 years,97,4538658,"601,452,653,181",Generation X
United Kingdom,1986,female,5-14 years,2,3480190,"601,452,653,181",Generation X
United Kingdom,1986,male,5-14 years,2,3674904,"601,452,653,181",Generation X
United Kingdom,1987,male,75+ years,248,1272201,"745,162,608,269",G.I. Generation
United Kingdom,1987,male,55-74 years,857,5141737,"745,162,608,269",G.I. Generation
United Kingdom,1987,male,35-54 years,1072,6997144,"745,162,608,269",Silent
United Kingdom,1987,male,25-34 years,618,4130709,"745,162,608,269",Boomers
United Kingdom,1987,male,15-24 years,461,4665275,"745,162,608,269",Generation X
United Kingdom,1987,female,55-74 years,464,5919684,"745,162,608,269",G.I. Generation
United Kingdom,1987,female,75+ years,174,2508896,"745,162,608,269",G.I. Generation
United Kingdom,1987,female,35-54 years,417,6986157,"745,162,608,269",Silent
United Kingdom,1987,female,25-34 years,168,4073306,"745,162,608,269",Boomers
United Kingdom,1987,female,15-24 years,105,4483586,"745,162,608,269",Generation X
United Kingdom,1987,male,5-14 years,7,3625848,"745,162,608,269",Generation X
United Kingdom,1987,female,5-14 years,3,3435125,"745,162,608,269",Generation X
United Kingdom,1988,male,75+ years,313,1304946,"910,122,732,124",G.I. Generation
United Kingdom,1988,male,35-54 years,1218,7060763,"910,122,732,124",Silent
United Kingdom,1988,male,25-34 years,695,4217963,"910,122,732,124",Boomers
United Kingdom,1988,male,55-74 years,816,5119070,"910,122,732,124",G.I. Generation
United Kingdom,1988,male,15-24 years,565,4573487,"910,122,732,124",Generation X
United Kingdom,1988,female,75+ years,205,2551912,"910,122,732,124",G.I. Generation
United Kingdom,1988,female,55-74 years,445,5863850,"910,122,732,124",G.I. Generation
United Kingdom,1988,female,35-54 years,417,7055435,"910,122,732,124",Silent
United Kingdom,1988,female,25-34 years,171,4162366,"910,122,732,124",Boomers
United Kingdom,1988,female,15-24 years,120,4389539,"910,122,732,124",Generation X
United Kingdom,1988,male,5-14 years,4,3599080,"910,122,732,124",Generation X
United Kingdom,1988,female,5-14 years,2,3412369,"910,122,732,124",Generation X
United Kingdom,1989,male,75+ years,267,1338351,"926,884,816,754",G.I. Generation
United Kingdom,1989,male,35-54 years,1117,7132941,"926,884,816,754",Silent
United Kingdom,1989,male,25-34 years,664,4320494,"926,884,816,754",Boomers
United Kingdom,1989,male,55-74 years,703,5101514,"926,884,816,754",G.I. Generation
United Kingdom,1989,male,15-24 years,482,4444822,"926,884,816,754",Generation X
United Kingdom,1989,female,75+ years,176,2599321,"926,884,816,754",G.I. Generation
United Kingdom,1989,female,55-74 years,352,5807846,"926,884,816,754",G.I. Generation
United Kingdom,1989,female,35-54 years,353,7131057,"926,884,816,754",Silent
United Kingdom,1989,female,25-34 years,157,4262150,"926,884,816,754",Boomers
United Kingdom,1989,female,15-24 years,87,4270368,"926,884,816,754",Generation X
United Kingdom,1989,female,5-14 years,2,3415806,"926,884,816,754",Generation X
United Kingdom,1989,male,5-14 years,1,3600459,"926,884,816,754",Generation X
United Kingdom,1990,male,75+ years,264,1360178,"1,093,169,389,205",G.I. Generation
United Kingdom,1990,male,35-54 years,1246,7192919,"1,093,169,389,205",Silent
United Kingdom,1990,male,25-34 years,763,4427270,"1,093,169,389,205",Boomers
United Kingdom,1990,male,55-74 years,721,5093581,"1,093,169,389,205",G.I. Generation
United Kingdom,1990,male,15-24 years,528,4317816,"1,093,169,389,205",Generation X
United Kingdom,1990,female,55-74 years,340,5762152,"1,093,169,389,205",G.I. Generation
United Kingdom,1990,female,75+ years,154,2625749,"1,093,169,389,205",G.I. Generation
United Kingdom,1990,female,35-54 years,360,7196514,"1,093,169,389,205",Silent
United Kingdom,1990,female,25-34 years,180,4366845,"1,093,169,389,205",Boomers
United Kingdom,1990,female,15-24 years,85,4138638,"1,093,169,389,205",Generation X
United Kingdom,1990,male,5-14 years,2,3630327,"1,093,169,389,205",Generation X
United Kingdom,1990,female,5-14 years,0,3445865,"1,093,169,389,205",Generation X
United Kingdom,1991,male,35-54 years,1342,7271111,"1,142,797,178,131",Boomers
United Kingdom,1991,male,25-34 years,801,4577587,"1,142,797,178,131",Boomers
United Kingdom,1991,male,75+ years,238,1367055,"1,142,797,178,131",G.I. Generation
United Kingdom,1991,male,55-74 years,628,5106574,"1,142,797,178,131",Silent
United Kingdom,1991,male,15-24 years,481,4218626,"1,142,797,178,131",Generation X
United Kingdom,1991,female,75+ years,151,2671099,"1,142,797,178,131",G.I. Generation
United Kingdom,1991,female,55-74 years,311,5765907,"1,142,797,178,131",Silent
United Kingdom,1991,female,35-54 years,336,7264229,"1,142,797,178,131",Boomers
United Kingdom,1991,female,25-34 years,161,4465693,"1,142,797,178,131",Boomers
United Kingdom,1991,female,15-24 years,93,4021225,"1,142,797,178,131",Generation X
United Kingdom,1991,male,5-14 years,4,3687655,"1,142,797,178,131",Millenials
United Kingdom,1991,female,5-14 years,1,3486666,"1,142,797,178,131",Millenials
United Kingdom,1992,male,35-54 years,1361,7357267,"1,179,659,529,660",Boomers
United Kingdom,1992,male,25-34 years,785,4655305,"1,179,659,529,660",Boomers
United Kingdom,1992,male,75+ years,216,1371639,"1,179,659,529,660",G.I. Generation
United Kingdom,1992,male,55-74 years,693,5128063,"1,179,659,529,660",Silent
United Kingdom,1992,male,15-24 years,500,4077682,"1,179,659,529,660",Generation X
United Kingdom,1992,female,75+ years,143,2670510,"1,179,659,529,660",G.I. Generation
United Kingdom,1992,female,55-74 years,299,5765146,"1,179,659,529,660",Silent
United Kingdom,1992,female,35-54 years,347,7352110,"1,179,659,529,660",Boomers
United Kingdom,1992,female,25-34 years,191,4529424,"1,179,659,529,660",Boomers
United Kingdom,1992,female,15-24 years,91,3882211,"1,179,659,529,660",Generation X
United Kingdom,1992,male,5-14 years,2,3742157,"1,179,659,529,660",Millenials
United Kingdom,1992,female,5-14 years,0,3544844,"1,179,659,529,660",Millenials
United Kingdom,1993,male,35-54 years,1274,7453705,"1,061,388,722,256",Boomers
United Kingdom,1993,male,25-34 years,773,4707275,"1,061,388,722,256",Boomers
United Kingdom,1993,male,75+ years,221,1361095,"1,061,388,722,256",G.I. Generation
United Kingdom,1993,male,15-24 years,501,3957719,"1,061,388,722,256",Generation X
United Kingdom,1993,male,55-74 years,652,5170730,"1,061,388,722,256",Silent
United Kingdom,1993,female,75+ years,166,2647900,"1,061,388,722,256",G.I. Generation
United Kingdom,1993,female,55-74 years,263,5792600,"1,061,388,722,256",Silent
United Kingdom,1993,female,35-54 years,335,7448149,"1,061,388,722,256",Boomers
United Kingdom,1993,female,25-34 years,181,4569482,"1,061,388,722,256",Boomers
United Kingdom,1993,female,15-24 years,82,3760574,"1,061,388,722,256",Generation X
United Kingdom,1993,male,5-14 years,12,3806053,"1,061,388,722,256",Millenials
United Kingdom,1993,female,5-14 years,2,3608700,"1,061,388,722,256",Millenials
United Kingdom,1994,male,25-34 years,881,4751200,"1,140,489,745,944",Boomers
United Kingdom,1994,male,35-54 years,1242,7561779,"1,140,489,745,944",Boomers
United Kingdom,1994,male,75+ years,218,1349491,"1,140,489,745,944",G.I. Generation
United Kingdom,1994,male,15-24 years,445,3868779,"1,140,489,745,944",Generation X
United Kingdom,1994,male,55-74 years,595,5209306,"1,140,489,745,944",Silent
United Kingdom,1994,female,75+ years,148,2619957,"1,140,489,745,944",G.I. Generation
United Kingdom,1994,female,55-74 years,256,5816530,"1,140,489,745,944",Silent
United Kingdom,1994,female,35-54 years,324,7557704,"1,140,489,745,944",Boomers
United Kingdom,1994,female,25-34 years,176,4606941,"1,140,489,745,944",Boomers
United Kingdom,1994,female,15-24 years,82,3674808,"1,140,489,745,944",Generation X
United Kingdom,1994,male,5-14 years,9,3837961,"1,140,489,745,944",Millenials
United Kingdom,1994,female,5-14 years,4,3642837,"1,140,489,745,944",Millenials
United Kingdom,1995,male,25-34 years,858,4776564,"1,335,218,557,677",Generation X
United Kingdom,1995,male,35-54 years,1247,7691950,"1,335,218,557,677",Boomers
United Kingdom,1995,male,75+ years,222,1412937,"1,335,218,557,677",G.I. Generation
United Kingdom,1995,male,55-74 years,602,5179979,"1,335,218,557,677",Silent
United Kingdom,1995,male,15-24 years,419,3811646,"1,335,218,557,677",Generation X
United Kingdom,1995,female,75+ years,152,2692330,"1,335,218,557,677",G.I. Generation
United Kingdom,1995,female,35-54 years,344,7672199,"1,335,218,557,677",Boomers
United Kingdom,1995,female,55-74 years,237,5746814,"1,335,218,557,677",Silent
United Kingdom,1995,female,25-34 years,143,4614434,"1,335,218,557,677",Generation X
United Kingdom,1995,female,15-24 years,81,3624373,"1,335,218,557,677",Generation X
United Kingdom,1995,male,5-14 years,6,3859464,"1,335,218,557,677",Millenials
United Kingdom,1995,female,5-14 years,4,3664274,"1,335,218,557,677",Millenials
United Kingdom,1996,male,25-34 years,858,4786490,"1,408,781,591,264",Generation X
United Kingdom,1996,male,35-54 years,1189,7859858,"1,408,781,591,264",Boomers
United Kingdom,1996,male,75+ years,218,1460275,"1,408,781,591,264",G.I. Generation
United Kingdom,1996,male,55-74 years,552,5146338,"1,408,781,591,264",Silent
United Kingdom,1996,male,15-24 years,362,3746067,"1,408,781,591,264",Generation X
United Kingdom,1996,female,75+ years,134,2740309,"1,408,781,591,264",G.I. Generation
United Kingdom,1996,female,35-54 years,350,7826169,"1,408,781,591,264",Boomers
United Kingdom,1996,female,25-34 years,190,4613261,"1,408,781,591,264",Generation X
United Kingdom,1996,female,55-74 years,218,5677006,"1,408,781,591,264",Silent
United Kingdom,1996,female,15-24 years,88,3564927,"1,408,781,591,264",Generation X
United Kingdom,1996,male,5-14 years,6,3894281,"1,408,781,591,264",Millenials
United Kingdom,1996,female,5-14 years,0,3697226,"1,408,781,591,264",Millenials
United Kingdom,1997,male,25-34 years,832,4758740,"1,552,483,628,029",Generation X
United Kingdom,1997,male,75+ years,252,1500323,"1,552,483,628,029",G.I. Generation
United Kingdom,1997,male,35-54 years,1180,8015651,"1,552,483,628,029",Boomers
United Kingdom,1997,male,15-24 years,411,3696059,"1,552,483,628,029",Generation X
United Kingdom,1997,male,55-74 years,519,5148166,"1,552,483,628,029",Silent
United Kingdom,1997,female,35-54 years,358,7970382,"1,552,483,628,029",Boomers
United Kingdom,1997,female,55-74 years,224,5648065,"1,552,483,628,029",Silent
United Kingdom,1997,female,75+ years,107,2771148,"1,552,483,628,029",G.I. Generation
United Kingdom,1997,female,25-34 years,171,4576730,"1,552,483,628,029",Generation X
United Kingdom,1997,female,15-24 years,82,3520027,"1,552,483,628,029",Generation X
United Kingdom,1997,female,5-14 years,4,3732059,"1,552,483,628,029",Millenials
United Kingdom,1997,male,5-14 years,3,3929285,"1,552,483,628,029",Millenials
United Kingdom,1998,male,25-34 years,968,4695840,"1,638,511,096,390",Generation X
United Kingdom,1998,male,35-54 years,1280,8158001,"1,638,511,096,390",Boomers
United Kingdom,1998,male,75+ years,204,1534356,"1,638,511,096,390",G.I. Generation
United Kingdom,1998,male,55-74 years,571,5191604,"1,638,511,096,390",Silent
United Kingdom,1998,male,15-24 years,382,3673423,"1,638,511,096,390",Generation X
United Kingdom,1998,female,75+ years,122,2797439,"1,638,511,096,390",G.I. Generation
United Kingdom,1998,female,55-74 years,244,5664521,"1,638,511,096,390",Silent
United Kingdom,1998,female,35-54 years,334,8098801,"1,638,511,096,390",Boomers
United Kingdom,1998,female,25-34 years,177,4508772,"1,638,511,096,390",Generation X
United Kingdom,1998,female,15-24 years,101,3501036,"1,638,511,096,390",Generation X
United Kingdom,1998,female,5-14 years,4,3753737,"1,638,511,096,390",Millenials
United Kingdom,1998,male,5-14 years,2,3949849,"1,638,511,096,390",Millenials
United Kingdom,1999,male,25-34 years,839,4615720,"1,665,623,685,488",Generation X
United Kingdom,1999,male,35-54 years,1361,8305433,"1,665,623,685,488",Boomers
United Kingdom,1999,male,75+ years,242,1562363,"1,665,623,685,488",G.I. Generation
United Kingdom,1999,male,55-74 years,604,5254251,"1,665,623,685,488",Silent
United Kingdom,1999,male,15-24 years,393,3680455,"1,665,623,685,488",Generation X
United Kingdom,1999,female,75+ years,144,2807489,"1,665,623,685,488",G.I. Generation
United Kingdom,1999,female,35-54 years,369,8226330,"1,665,623,685,488",Boomers
United Kingdom,1999,female,55-74 years,232,5703910,"1,665,623,685,488",Silent
United Kingdom,1999,female,25-34 years,171,4419817,"1,665,623,685,488",Generation X
United Kingdom,1999,female,15-24 years,88,3503102,"1,665,623,685,488",Generation X
United Kingdom,1999,male,5-14 years,4,3975507,"1,665,623,685,488",Millenials
United Kingdom,1999,female,5-14 years,1,3778962,"1,665,623,685,488",Millenials
United Kingdom,2000,male,25-34 years,768,4536556,"1,647,951,278,560",Generation X
United Kingdom,2000,male,35-54 years,1357,8459117,"1,647,951,278,560",Boomers
United Kingdom,2000,male,75+ years,223,1589527,"1,647,951,278,560",G.I. Generation
United Kingdom,2000,male,55-74 years,568,5314648,"1,647,951,278,560",Silent
United Kingdom,2000,male,15-24 years,390,3709456,"1,647,951,278,560",Generation X
United Kingdom,2000,female,35-54 years,386,8366055,"1,647,951,278,560",Boomers
United Kingdom,2000,female,75+ years,109,2816810,"1,647,951,278,560",G.I. Generation
United Kingdom,2000,female,25-34 years,167,4332330,"1,647,951,278,560",Generation X
United Kingdom,2000,female,55-74 years,212,5750273,"1,647,951,278,560",Silent
United Kingdom,2000,female,15-24 years,101,3523496,"1,647,951,278,560",Generation X
United Kingdom,2000,male,5-14 years,5,3967341,"1,647,951,278,560",Millenials
United Kingdom,2000,female,5-14 years,4,3768300,"1,647,951,278,560",Millenials
United Kingdom,2001,male,25-34 years,723,4243590,"1,621,510,004,318",Generation X
United Kingdom,2001,male,35-54 years,1317,8222369,"1,621,510,004,318",Boomers
United Kingdom,2001,male,75+ years,225,1618917,"1,621,510,004,318",Silent
United Kingdom,2001,male,55-74 years,569,5390372,"1,621,510,004,318",Silent
United Kingdom,2001,male,15-24 years,361,3650328,"1,621,510,004,318",Millenials
United Kingdom,2001,female,35-54 years,373,8374702,"1,621,510,004,318",Boomers
United Kingdom,2001,female,55-74 years,239,5820231,"1,621,510,004,318",Silent
United Kingdom,2001,female,75+ years,106,2801024,"1,621,510,004,318",Silent
United Kingdom,2001,female,25-34 years,136,4251558,"1,621,510,004,318",Generation X
United Kingdom,2001,female,15-24 years,72,3581981,"1,621,510,004,318",Millenials
United Kingdom,2001,male,5-14 years,4,3902253,"1,621,510,004,318",Millenials
United Kingdom,2001,female,5-14 years,3,3714668,"1,621,510,004,318",Millenials
United Kingdom,2002,male,25-34 years,747,4114056,"1,768,408,273,381",Generation X
United Kingdom,2002,male,35-54 years,1350,8250038,"1,768,408,273,381",Boomers
United Kingdom,2002,male,75+ years,175,1653523,"1,768,408,273,381",Silent
United Kingdom,2002,male,55-74 years,564,5545751,"1,768,408,273,381",Silent
United Kingdom,2002,male,15-24 years,323,3758190,"1,768,408,273,381",Millenials
United Kingdom,2002,female,75+ years,117,2817222,"1,768,408,273,381",Silent
United Kingdom,2002,female,35-54 years,349,8405892,"1,768,408,273,381",Boomers
United Kingdom,2002,female,25-34 years,170,4149794,"1,768,408,273,381",Generation X
United Kingdom,2002,female,55-74 years,222,5969004,"1,768,408,273,381",Silent
United Kingdom,2002,female,15-24 years,90,3642294,"1,768,408,273,381",Millenials
United Kingdom,2002,female,5-14 years,5,3706268,"1,768,408,273,381",Millenials
United Kingdom,2002,male,5-14 years,5,3896912,"1,768,408,273,381",Millenials
United Kingdom,2003,male,25-34 years,637,4023648,"2,038,395,102,041",Generation X
United Kingdom,2003,male,35-54 years,1311,8282037,"2,038,395,102,041",Boomers
United Kingdom,2003,male,75+ years,209,1681364,"2,038,395,102,041",Silent
United Kingdom,2003,male,55-74 years,575,5665717,"2,038,395,102,041",Silent
United Kingdom,2003,male,15-24 years,316,3854815,"2,038,395,102,041",Millenials
United Kingdom,2003,female,35-54 years,381,8432837,"2,038,395,102,041",Boomers
United Kingdom,2003,female,75+ years,104,2821243,"2,038,395,102,041",Silent
United Kingdom,2003,female,25-34 years,144,4059897,"2,038,395,102,041",Generation X
United Kingdom,2003,female,55-74 years,207,6085995,"2,038,395,102,041",Silent
United Kingdom,2003,female,15-24 years,91,3718206,"2,038,395,102,041",Millenials
United Kingdom,2003,female,5-14 years,2,3677964,"2,038,395,102,041",Millenials
United Kingdom,2003,male,5-14 years,2,3868048,"2,038,395,102,041",Millenials
United Kingdom,2004,male,35-54 years,1422,8324962,"2,398,555,474,185",Boomers
United Kingdom,2004,male,25-34 years,599,3960327,"2,398,555,474,185",Generation X
United Kingdom,2004,male,75+ years,221,1713028,"2,398,555,474,185",Silent
United Kingdom,2004,male,55-74 years,601,5755684,"2,398,555,474,185",Silent
United Kingdom,2004,male,15-24 years,315,3953382,"2,398,555,474,185",Millenials
United Kingdom,2004,female,35-54 years,423,8494403,"2,398,555,474,185",Boomers
United Kingdom,2004,female,75+ years,115,2829135,"2,398,555,474,185",Silent
United Kingdom,2004,female,55-74 years,244,6170678,"2,398,555,474,185",Silent
United Kingdom,2004,female,25-34 years,150,3993258,"2,398,555,474,185",Generation X
United Kingdom,2004,female,15-24 years,88,3785230,"2,398,555,474,185",Millenials
United Kingdom,2004,male,5-14 years,4,3832497,"2,398,555,474,185",Millenials
United Kingdom,2004,female,5-14 years,1,3642427,"2,398,555,474,185",Millenials
United Kingdom,2005,male,35-54 years,1359,8397155,"2,520,701,818,182",Boomers
United Kingdom,2005,male,25-34 years,563,3951996,"2,520,701,818,182",Generation X
United Kingdom,2005,male,75+ years,215,1749520,"2,520,701,818,182",Silent
United Kingdom,2005,male,55-74 years,617,5831367,"2,520,701,818,182",Silent
United Kingdom,2005,male,15-24 years,296,4029567,"2,520,701,818,182",Millenials
